row ID,row m/z,row retention time,Dta-ap Peak area,Dbh-w Peak area,Dax-tl Peak area,Dgr-ap Peak area,Dfe-w Peak area,Dgem-w Peak area,Dgi-w Peak area,Dac-tl Peak area,Dyu-w Peak area,Dau-tl Peak area,Dre-tl Peak area,Dpa-tl Peak area,Dpe-w Peak area,Dat-ls Peak area,Dki-w Peak area,Dho-w Peak area,Dde-w Peak area,Dod-fr Peak area,Dod-b Peak area,Dod-l Peak area,Dod-r Peak area,Dod-s Peak area,Dje-fr Peak area,Dje-ft Peak area,Dge-fr Peak area,Dps-fr Peak area,Dps-ft Peak area,Dpo-fr Peak area,Dpo-l Peak area,Dpo-s Peak area,Wdo-w Peak area,Wla-w Peak area,Wsc-w Peak area,Wpi-w Peak area,Wli-w Peak area,Wpa-w Peak area,Win-l Peak area,Win-s Peak area,Wca-w Peak area,Wal-w Peak area,Wli-ap Peak area,Wli-r Peak area,Wst-w Peak area,Wnu-w Peak area,Wlu-w Peak area,Wmi-tl Peak area,Wde-w Peak area,Wtr Peak area,Ega-w Peak area,Eal-w Peak area,Ech-ft Peak area,Ech-b Peak area,Ech-l Peak area,Ech-s Peak area,Ech-fr Peak area,Sch-r Peak area,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak
15,781.3586731,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,D,C46H52O11,possibly undescribed,none,[M+H]+,none
16,775.3679716,10.2,3575075.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611928.8588,0.0,0.0,0.0,82500000.0,0.0,0.0,0.0,0.0,6380419.218,0.0,1194476.847,23300000.0,0.0,0.0,9040970.941,0.0,0.0,6996557.122,0.0,0.0,0.0,0.0,0.0,0.0,4048369.318,16800000.0,0.0,0.0,0.0,0.0,0.0,0.0,3627873.601,0.0,0.0,1229502.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52000000.0,8,22,MD,C44H54O12,possibly known,(DA51)std_gnidimacrin,[M+H]+,"16, 32"
19,1326.523438,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,D,C76H79O20N1,possibly undescribed,none,[M+NH4]+,none
20,970.4214134,9.0,0.0,0.0,0.0,4225507.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5488395.887,0.0,0.0,0.0,0.0,1440324.583,0.0,0.0,0.0,12700000.0,0.0,0.0,19200000.0,0.0,0.0,8248074.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514577.1618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6310115.849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,22,MD,C53H63O16N1,possibly known,(DA56)std_daphneodorin A,[M+NH4]+,"112, 20"
23,637.2415924,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19000000.0,0.0,0.0,2131344.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,D,C38H36O9,possibly undescribed,none,[M+H-H2O]+,"1, 23"
31,605.2381226,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13300000.0,87300000.0,0.0,0.0,59800000.0,0.0,0.0,1261447.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,D,C34H36O10,possibly known,"3-hydrogenkwadaphin, yuanhuatine (yuanhuatin)",[M+H]+,none
32,792.3946505,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61000000.0,0.0,0.0,0.0,0.0,4033430.55,2185321.339,0.0,13000000.0,0.0,0.0,4540547.97,0.0,17200000.0,4885940.394,0.0,0.0,0.0,0.0,14800000.0,0.0,1526551.276,9449974.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39000000.0,9,24,MD,C44H57O12N1,possibly known,(DA51)std_gnidimacrin,[M+NH4]+,"16, 32"
35,759.3734538,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5160331.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13100000.0,0.0,0.0,1022381.014,0.0,0.0,5130401.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2759556.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2835042.728,6,17,MD,C44H54O11,possibly undescribed,none,[M+H]+,none
37,655.2533569,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,D,C38H38O10,possibly undescribed,(DA20)std_mezerein isomer,[M+H]+,none
38,481.1847,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159588.3998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,D,C27H28O8,possibly undescribed,none,[M+H]+,none
44,593.2377319,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728023.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,D,C33H36O10,possibly undescribed,none,[M+H]+,none
45,649.2999968,10.2,26200000.0,4179944.422,0.0,1423531.201,6078751.104,755175.8253,28600000.0,33100000.0,1350885.7,0.0,108000000.0,3339055.459,226064.9515,3057313.211,0.0,0.0,0.0,0.0,6087085.776,0.0,30600000.0,9587782.462,0.0,12900000.0,0.0,0.0,13200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,D,C37H44O10,possibly undescribed,(DA18)std_yuanhuacine isomer,[M+H-H2O]+,"45, 8069"
59,609.2694009,8.3,2312444.952,0.0,0.0,972312.8597,288477.3457,0.0,1695859.399,943611.9031,0.0,235473.0308,0.0,1332356.329,0.0,1317913.832,0.0,802368.8654,531652.1546,0.0,0.0,235136.5099,0.0,0.0,0.0,11400000.0,25200000.0,0.0,105000000.0,0.0,358700.9614,0.0,0.0,1265943.652,6810585.134,0.0,14400000.0,0.0,0.0,0.0,0.0,0.0,61600000.0,34900000.0,0.0,0.0,7339402.005,0.0,43300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,D,C34H40O10,possibly known,(DA12)std_genkwanine H,[M+H]+,none
62,850.4003092,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9784699.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8969766.806,0.0,0.0,167000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996461.1821,10200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6256313.642,8,19,MD,C46H59O14N1,possibly known,(DA54)std_stelleralide F,[M+NH4]+,none
64,589.2426758,8.8,8552750.264,0.0,0.0,14700000.0,0.0,0.0,0.0,0.0,0.0,4408618.444,0.0,18800000.0,0.0,0.0,0.0,1012667.304,3683774.349,0.0,0.0,0.0,0.0,0.0,0.0,11700000.0,1094980.917,0.0,8543794.157,0.0,0.0,0.0,0.0,5454763.037,5245760.984,0.0,6081442.354,0.0,0.0,0.0,0.0,0.0,15400000.0,4805281.9,0.0,0.0,1714062.55,0.0,27200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,D,C34H36O9,possibly undescribed,none,[M+H]+,none
69,529.2796797,9.5,443000000.0,149000000.0,0.0,2511430.635,4816002.84,14400000.0,32300000.0,11600000.0,1528258.987,1380598.147,605000000.0,32600000.0,9349603.644,22800000.0,0.0,0.0,1107313.411,0.0,0.0,0.0,480643.791,0.0,0.0,10200000.0,23700000.0,0.0,28100000.0,19600000.0,124000000.0,720000000.0,3433865.808,23500000.0,4040678.236,0.0,203000000.0,0.0,303339.3,2402805.255,0.0,0.0,0.0,0.0,434836.2304,0.0,13200000.0,0.0,0.0,0.0,644126.0514,16100000.0,69600000.0,0.0,0.0,0.0,1886185.496,0.0,12,0,D,C30H40O8,possibly known,(DA03)std_excoecariatoxin,[M+H]+,none
71,755.3424988,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7003271.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,D,C44H50O11,possibly undescribed,none,[M+H]+,none
74,729.3261719,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8510421.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,D,C42H48O11,possibly undescribed,none,[M+H]+,none
79,817.3795013,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613768.7254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7702782.099,0.0,0.0,9942707.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836336.1283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,17,MD,C46H56O13,possibly undescribed,none,[M+H]+,"157, 79"
81,533.2157593,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7304096.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,D,C31H32O8,possibly undescribed,none,[M+H]+,none
87,753.3264771,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8170081.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,D,C44H48O11,possibly undescribed,none,[M+H]+,"359, 87"
94,533.310957,11.6,0.0,4593010.794,1789809.077,8652590.911,0.0,0.0,0.0,0.0,565355.096,9050248.285,63500000.0,58800000.0,1150000000.0,2351239.461,0.0,19400000.0,8308489.898,0.0,0.0,0.0,0.0,0.0,0.0,8466141.343,0.0,0.0,21500000.0,92700000.0,537000000.0,1480000000.0,2531746.995,6698512.958,24900000.0,1517641.615,54900000.0,2580504.696,61600000.0,932000000.0,0.0,508729.1271,0.0,0.0,2514798.257,3043445.78,1586400.679,0.0,0.0,0.0,1674118.938,823402.4212,0.0,0.0,0.0,0.0,3282172.279,44000000.0,18,0,D,C30H44O8,possibly known,(DA04)std_simplexin,[M+H]+,none
103,643.2894135,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5585230.096,0.0,0.0,102000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,D,C38H42O9,possibly known,onishibarin B,[M+H]+,none
112,953.3941193,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5384303.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764773.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,18,MD,C53H60O16,possibly known,(DA56)std_daphneodorin A,[M+H]+,"112, 20"
121,585.2692806,8.2,4793473.509,24800000.0,1363026.636,0.0,1112790.929,0.0,5455394.207,59700000.0,0.0,0.0,1807320.183,23600000.0,0.0,26000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1083240.421,0.0,0.0,5215697.459,0.0,0.0,0.0,0.0,123000000.0,380000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284204.4972,0.0,16,0,D,C32H40O10,possibly known,kirkinine D,[M+H]+,none
127,653.3309583,10.4,560639.7952,1609257.863,0.0,9440233.956,1921272.007,0.0,2391233.071,11500000.0,1859725.618,0.0,7132395.393,13100000.0,2812239.308,0.0,0.0,13500000.0,706173.729,0.0,0.0,0.0,1998473.375,327497.1948,0.0,11600000.0,339863.2789,0.0,19500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5277584.847,0.0,0.0,0.0,0.0,0.0,0.0,273537.9249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,15,MD,C37H48O10,possibly known,(DA41)std_wikstroelide F,[M+H]+,"127, 354"
128,655.3468918,11.9,15300000.0,0.0,0.0,1816881.756,0.0,0.0,8674437.657,561473.5009,0.0,0.0,324806.0234,6916150.57,508670.7463,0.0,0.0,213020.6652,8975065.81,0.0,0.0,0.0,226533.1684,0.0,0.0,4574339.52,210000000.0,0.0,27300000.0,0.0,0.0,221371.0585,0.0,279974.3915,0.0,0.0,7218157.915,0.0,0.0,0.0,0.0,0.0,57700000.0,17400000.0,0.0,0.0,4432109.125,0.0,42700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,D,C37H50O10,possibly known,"genkwanine F, yuanhuakine B, neogenkwanine C, neogenkwanine D, neogenkwanine E, neogenkwanine F, genkwanine B, kraussianin, linimacrin c, wikstroelide X",[M+H]+,none
140,631.2528127,7.9,0.0,0.0,0.0,4279908.502,0.0,0.0,0.0,0.0,0.0,0.0,48500000.0,0.0,0.0,1423720.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500868.258,0.0,0.0,1270549.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215932.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,D,C36H38O10,possibly known,altadaphnan A,[M+H]+,none
148,651.3158841,10.9,909944.4766,0.0,0.0,0.0,0.0,0.0,339700.5655,0.0,0.0,0.0,3685029.219,962348.0813,3254042.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219763.7811,0.0,0.0,2837368.909,0.0,0.0,1243430.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348375.5333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,D,C37H46O10,possibly undescribed,none,[M+H]+,none
151,617.2742351,9.6,76200000.0,293730.6199,0.0,15500000.0,5036092.432,2281855.805,8085462.603,10200000.0,3200193.241,0.0,37300000.0,21300000.0,0.0,955674.2771,0.0,0.0,0.0,0.0,0.0,0.0,9527106.89,0.0,0.0,3735298.465,0.0,0.0,102000000.0,0.0,0.0,0.0,0.0,0.0,6463882.729,0.0,240170.8275,0.0,0.0,0.0,0.0,0.0,14700000.0,0.0,15400000.0,0.0,4488515.587,0.0,325074.8925,0.0,210867.575,0.0,0.0,0.0,0.0,0.0,777245.292,0.0,22,0,D,C36H40O9,possibly known,acutilonine G,[M+H]+,none
157,834.4063314,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3592756.855,0.0,0.0,5598968.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442359.7474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,MD,C46H59O13N1,possibly undescribed,none,[M+NH4]+,"157, 79"
160,719.3421021,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4088988.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,D,C41H50O11,possibly undescribed,none,[M+H]+,none
