row ID,row m/z,row retention time,Peak area,Standards Identification,SMILES,True Type,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak,C10 loss,C10 loss_ion_pair,C10 loss_intensity_pair,C10 loss_score,C11 loss,C11 loss_ion_pair,C11 loss_intensity_pair,C11 loss_score,C9 loss,C9 loss_ion_pair,C9 loss_intensity_pair,C9 loss_score,C3 loss,C3 loss_ion_pair,C3 loss_intensity_pair,C3 loss_score,C2 loss,C2 loss_ion_pair,C2 loss_intensity_pair,C2 loss_score,C7 loss,C7 loss_ion_pair,C7 loss_intensity_pair,C7 loss_score,C15 ion,C15 ion_intensity,C15 ion_score,C17 ion,C17 ion_intensity,C17 ion_score,C18 ion,C18 ion_intensity,C18 ion_score,C19 ion,C19 ion_intensity,C19 ion_score,C20 ion,C20 ion_intensity,C20 ion_score,Acyl A ion,Acyl A ion_intensity,Acyl A ion_score,Acyl B ion,Acyl B ion_intensity,Acyl B ion_score,C5 ion,C5 ion_intensity,C5 ion_score,C6 ion,C6 ion_intensity,C6 ion_score
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H16O3,390000.00,3.9000,C18H16O1,100000.00,1.0000,C19H20O4,150000.00,1.5000,C20H20O5,600000.00,6.0000,C12H18O,6300000.00,63.0000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H16O3,390000.00,3.9000,C18H16O1,100000.00,1.0000,C19H20O4,150000.00,1.5000,C20H20O5,600000.00,6.0000,C6H6O,290000.00,2.9000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H16O3,390000.00,3.9000,C18H16O2,85000.00,0.8500,C19H18O3,540000.00,5.4000,C20H20O5,600000.00,6.0000,C12H18O,6300000.00,63.0000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H16O3,390000.00,3.9000,C18H16O2,85000.00,0.8500,C19H18O3,540000.00,5.4000,C20H20O5,600000.00,6.0000,C6H6O,290000.00,2.9000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H16O3,390000.00,3.9000,C18H16O2,85000.00,0.8500,C19H16O2,240000.00,2.4000,C20H20O5,600000.00,6.0000,C12H18O,6300000.00,63.0000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H16O3,390000.00,3.9000,C18H16O2,85000.00,0.8500,C19H16O2,240000.00,2.4000,C20H20O5,600000.00,6.0000,C6H6O,290000.00,2.9000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H16O3,390000.00,3.9000,C18H16O2,85000.00,0.8500,C19H20O4,150000.00,1.5000,C20H20O5,600000.00,6.0000,C12H18O,6300000.00,63.0000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H16O3,390000.00,3.9000,C18H16O2,85000.00,0.8500,C19H20O4,150000.00,1.5000,C20H20O5,600000.00,6.0000,C6H6O,290000.00,2.9000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H14O2,100000.00,1.0000,C18H18O2,150000.00,1.5000,C19H18O3,540000.00,5.4000,C20H20O5,600000.00,6.0000,C12H18O,6300000.00,63.0000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H14O2,100000.00,1.0000,C18H18O2,150000.00,1.5000,C19H18O3,540000.00,5.4000,C20H20O5,600000.00,6.0000,C6H6O,290000.00,2.9000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H14O2,100000.00,1.0000,C18H18O2,150000.00,1.5000,C19H16O2,240000.00,2.4000,C20H20O5,600000.00,6.0000,C12H18O,6300000.00,63.0000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H14O2,100000.00,1.0000,C18H18O2,150000.00,1.5000,C19H16O2,240000.00,2.4000,C20H20O5,600000.00,6.0000,C6H6O,290000.00,2.9000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H14O2,100000.00,1.0000,C18H18O2,150000.00,1.5000,C19H20O4,150000.00,1.5000,C20H20O5,600000.00,6.0000,C12H18O,6300000.00,63.0000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H14O2,100000.00,1.0000,C18H18O2,150000.00,1.5000,C19H20O4,150000.00,1.5000,C20H20O5,600000.00,6.0000,C6H6O,290000.00,2.9000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H14O2,100000.00,1.0000,C18H16O1,100000.00,1.0000,C19H18O3,540000.00,5.4000,C20H20O5,600000.00,6.0000,C12H18O,6300000.00,63.0000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H14O2,100000.00,1.0000,C18H16O1,100000.00,1.0000,C19H18O3,540000.00,5.4000,C20H20O5,600000.00,6.0000,C6H6O,290000.00,2.9000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H14O2,100000.00,1.0000,C18H16O1,100000.00,1.0000,C19H16O2,240000.00,2.4000,C20H20O5,600000.00,6.0000,C12H18O,6300000.00,63.0000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H14O2,100000.00,1.0000,C18H16O1,100000.00,1.0000,C19H16O2,240000.00,2.4000,C20H20O5,600000.00,6.0000,C6H6O,290000.00,2.9000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H14O2,100000.00,1.0000,C18H16O1,100000.00,1.0000,C19H20O4,150000.00,1.5000,C20H20O5,600000.00,6.0000,C12H18O,6300000.00,63.0000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H14O2,100000.00,1.0000,C18H16O1,100000.00,1.0000,C19H20O4,150000.00,1.5000,C20H20O5,600000.00,6.0000,C6H6O,290000.00,2.9000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
1,615.3149,11.2,1180000000.0,DA13_wikstroelide H (NSC-13),C=C(C)C12OC3(C=CC=CCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O,D,15,0,D,C34H46O10,possibly known,"yuahualine, std_wikstroelide H (DA13), genkwadane D",[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,600000.0 / 390000.0,3.4755,C2H4O2,C22H22O6 / C20H18O4,64000.0 / 790000.0,1.5813,none,none,none,none,none,none,none,C17H14O2,100000.00,1.0000,C18H16O2,85000.00,0.8500,C19H18O3,540000.00,5.4000,C20H20O5,600000.00,6.0000,C12H18O,6300000.00,63.0000,none,none,none,C5H4O,170000.00,1.7000,C6H6O,290000.00,2.9000
