row ID,row m/z,row retention time,Peak area,Standards Identification,SMILES,True Type,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak,C10 loss,C10 loss_ion_pair,C10 loss_intensity_pair,C10 loss_score,C11 loss,C11 loss_ion_pair,C11 loss_intensity_pair,C11 loss_score,C9 loss,C9 loss_ion_pair,C9 loss_intensity_pair,C9 loss_score,C3 loss,C3 loss_ion_pair,C3 loss_intensity_pair,C3 loss_score,C2 loss,C2 loss_ion_pair,C2 loss_intensity_pair,C2 loss_score,C7 loss,C7 loss_ion_pair,C7 loss_intensity_pair,C7 loss_score,C15 ion,C15 ion_intensity,C15 ion_score,C17 ion,C17 ion_intensity,C17 ion_score,C18 ion,C18 ion_intensity,C18 ion_score,C19 ion,C19 ion_intensity,C19 ion_score,C20 ion,C20 ion_intensity,C20 ion_score,Acyl A ion,Acyl A ion_intensity,Acyl A ion_score,Acyl B ion,Acyl B ion_intensity,Acyl B ion_score,C5 ion,C5 ion_intensity,C5 ion_score,C6 ion,C6 ion_intensity,C6 ion_score,IHD,A part,B part,C part,C-12,C-18,olefinic position,M part,Sub No.,Sub Carbon,Sub_An,Acyl part,Correct Acyl part,A_id,B_id,C_id,M_id,R1_id,R2_id,Total Score,Aglycone Type,Annotation SMILES,Annotation ID,Annotation Formula,Annotation MW,Top K,confidence score
6,647.2842,9.9,1190000000.0,DA16_yuanhuajine (DOL-A),C=C(C)C12OC3(C=CC=CC=CCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)c1ccccc1,D,12,0,D,C37H42O10,possibly known,"altadaphnan C, std_yuanhuajine (DA16), daphne factors P1, std_gniditrin (DA17), odoratrin",[M+H]+,none,C10H10O4,C27H26O7 / C17H16O3,20000.0 / 110000.0,0.2726,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,150000.0 / 110000.0,0.9941,none,none,none,none,C7H6O2,C27H26O7 / C20H20O5,20000.0 / 150000.0,0.336,none,none,none,C17H16O3,110000.0,1.1,C18H16O2,30000.0,0.3,C19H18O3,150000.0,1.5,C20H20O5,150000.00,1.5000,C10H12O,5000000.0,50.0,none,none,none,C5H4O,18000.00,0.1800,C6H6O,13000.00,0.1300,17.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,"C7,C10",C10*1+C7*1,"benzoyl(0.34),feruloyl(0.27),decatrienoyl(50.00)","benzoyl,decatrienoyl",A1,B1,C2,none,R92,R48,53.118599999999994,A1B1C2,OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)C(OC(=O)c7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00128544,C37H42O10,646.733,Top1,1.0
6,647.2842,9.9,1190000000.0,DA16_yuanhuajine (DOL-A),C=C(C)C12OC3(C=CC=CC=CCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)c1ccccc1,D,12,0,D,C37H42O10,possibly known,"altadaphnan C, std_yuanhuajine (DA16), daphne factors P1, std_gniditrin (DA17), odoratrin",[M+H]+,none,C10H10O4,C27H26O7 / C17H16O3,20000.0 / 110000.0,0.2726,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,150000.0 / 110000.0,0.9941,none,none,none,none,C7H6O2,C27H26O7 / C20H20O5,20000.0 / 150000.0,0.336,none,none,none,C17H16O3,110000.0,1.1,C18H16O2,30000.0,0.3,C19H18O3,150000.0,1.5,C20H20O5,150000.00,1.5000,C10H12O,5000000.0,50.0,none,none,none,C5H4O,18000.00,0.1800,C6H6O,13000.00,0.1300,17.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,"C7,C10",C10*1+C7*1,"benzoyl(0.34),feruloyl(0.27),decatrienoyl(50.00)","benzoyl,decatrienoyl",A1,B1,C2,none,R92,R48,53.118599999999994,A1B1C2,c7ccccc7C(=O)OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00291504,C37H42O10,646.733,Top1,1.0
7,673.3003,10.7,776000000.0,"DA21_12-O-(E)-cinnamoyl-9,13,14-ortho-(2E,4E,6E)-decatrienylidyne-5b,12b-dihydroxyresiniferonol-6a,7a-oxide (DOL-B)",C=C(C)C12OC3(C=CC=CCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=Cc1ccccc1,D,14,0,D,C39H44O10,possibly known,"std_12-O-(E)-cinnamoyl-9,13,14-ortho-(2E,4E)-decadienylidyne-5ﾎｲ,12ﾎｲ-dihydroxyresiniferonol-6ﾎｱ,7ﾎｱ-oxide (DA21)",[M+H]+,none,none,none,none,none,none,none,none,none,C9H8O2,C29H30O8 / C20H22O6,480000.0 / 580000.0,4.4587,C3H4O2,C20H20O5 / C17H16O3,2000000.0 / 1200000.0,10.6667,none,none,none,none,none,none,none,none,none,none,none,C17H16O3,1200000.0,12.0,C18H18O3,220000.0,2.2,C19H16O2,720000.0,7.2,C20H20O5,2000000.00,20.0000,C10H12O,58000000.0,580.0,none,none,none,C5H4O,220000.00,2.2000,C6H6O,130000.00,1.3000,18.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,"C9,C10",C9*1+C10*1,"cinnamoyl(4.46),decatrienoyl(580.00)","cinnamoyl,decatrienoyl",A1,B1,C2,none,R93,R48,611.9587,A1B1C2,OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)C(OC(=O)C=Cc7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00128545,C39H44O10,672.771,Top1,1.0
7,673.3003,10.7,776000000.0,"DA21_12-O-(E)-cinnamoyl-9,13,14-ortho-(2E,4E,6E)-decatrienylidyne-5b,12b-dihydroxyresiniferonol-6a,7a-oxide (DOL-B)",C=C(C)C12OC3(C=CC=CCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=Cc1ccccc1,D,14,0,D,C39H44O10,possibly known,"std_12-O-(E)-cinnamoyl-9,13,14-ortho-(2E,4E)-decadienylidyne-5ﾎｲ,12ﾎｲ-dihydroxyresiniferonol-6ﾎｱ,7ﾎｱ-oxide (DA21)",[M+H]+,none,none,none,none,none,none,none,none,none,C9H8O2,C29H30O8 / C20H22O6,480000.0 / 580000.0,4.4587,C3H4O2,C20H20O5 / C17H16O3,2000000.0 / 1200000.0,10.6667,none,none,none,none,none,none,none,none,none,none,none,C17H16O3,1200000.0,12.0,C18H18O3,220000.0,2.2,C19H16O2,720000.0,7.2,C20H20O5,2000000.00,20.0000,C10H12O,58000000.0,580.0,none,none,none,C5H4O,220000.00,2.2000,C6H6O,130000.00,1.3000,18.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,"C9,C10",C9*1+C10*1,"cinnamoyl(4.46),decatrienoyl(580.00)","cinnamoyl,decatrienoyl",A1,B1,C2,none,R93,R48,611.9587,A1B1C2,c7ccccc7C=CC(=O)OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00291505,C39H44O10,672.771,Top1,1.0
9,585.3413,13.7,1520000000.0,DA06_huratoxin (NSC-2),C=C(C)C12CC(C)C34OC(C=CC=CCCCCCCCCC)(OC1C3C1OC1(CO)C(O)C1(O)C(=O)C(C)=CC14)O2,D,13,0,D,C34H48O8,possibly known,std_huratoxin (DA06),[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O4 / C17H16O2,380000.0 / 900000.0,3.531,none,none,none,none,none,none,none,none,none,none,none,C17H16O2,900000.0,9.0,C18H18O1,88000.0,0.88,C19H18O3,120000.0,1.2,C20H16O2,32000.00,0.3200,C6H6O,56000.0,0.56,C14H22O,910000.00,9.1000,none,none,none,C6H6O,56000.00,0.5600,11.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C14,C14*1,"hexadienoyl(0.56),tetradecadienoyl(9.10)",tetradecadienoyl,A1,B1,C1,none,R41,none,18.56,A1B1C1,OCC12OC1C1C3OC4(C=CC=CCCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007605,C34H48O8,584.75,Top1,1.0
10,599.3564,14.5,890000000.0,DA09_wikstrotoxin A (NSC-3),C=C(C)C12CC(C)C34OC(C=CC=CCCCCCCCCCC)(OC1C3C1OC1(CO)C(O)C1(O)C(=O)C(C)=CC14)O2,D,13,0,D,C35H50O8,possibly known,std_wikstrotoxin A (DA09),[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O4 / C17H16O2,670000.0 / 1900000.0,6.5655,none,none,none,none,none,none,none,none,none,none,none,C17H16O2,1900000.0,19.0,C18H16O1,230000.0,2.3,C19H18O3,230000.0,2.3,C20H16O2,69000.00,0.6900,C4H4O,47000.0,0.47,C15H24O,1900000.00,19.0000,C5H4O,41000.00,0.4100,C6H6O,74000.00,0.7400,11.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C15,C15*1,"butenoyl(0.47),pentadecadienoyl(19.00)",pentadecadienoyl,A1,B1,C1,none,R42,none,39.15,A1B1C1,OCC12OC1C1C3OC4(C=CC=CCCCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007606,C35H50O8,598.777,Top1,1.0
11,519.2948,10.2,967000000.0,DA02_daphnepedunin J (TDPE-19),C=C(C)C12CC(C)C34OC(CCCCCCCC)(OC1C3C1OC1(CO)C(O)C1(O)C(=O)C(C)=CC14)O2,D,17,0,D,C29H42O8,possibly known,std_daphnepedunin J (DA02),[M+H]+,none,none,none,none,none,none,none,none,none,C9H18O2,C29H42O8 / C20H24O6,5000000.0 / 630000.0,11.0288,C3H4O2,C20H20O4 / C17H16O2,3500000.0 / 7800000.0,32.0829,none,none,none,none,none,none,none,none,none,none,none,C17H16O2,7800000.0,78.0,C18H18O2,4700000.0,47.0,C19H18O3,860000.0,8.6,C20H16O2,270000.00,2.7000,C9H16O,680000.0,6.8,none,none,none,C5H4O,120000.00,1.2000,none,none,none,9.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C9,C9*1,"nonanoyl(11.03),nonanoyl(6.80)",nonanoyl,A1,B1,C1,none,R8,none,173.8288,A1B1C1,OCC12OC1C1C3OC4(CCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007572,C29H42O8,518.647,Top1,1.0
12,585.3414,8.7,95600000.0,DA11_wikstroelide M (NSC-8),C=C(C)C1(O)CC(C)C2(O)C(C1OC(=O)C=CC=CCCCCCCCCC)C1OC1(CO)C(O)C1(O)C(=O)C(C)=CC12,D,19,0,D,C34H48O8,possibly known,std_huratoxin (DA06),[M+H-H2O]+,"12, 59",none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O4 / C17H16O2,130000.0 / 180000.0,1.172,none,none,none,none,none,none,none,none,none,none,none,C17H16O2,180000.0,1.8,C18H18O1,26000.0,0.26,C19H20O3,65000.0,0.65,C20H16O2,12000.00,0.1200,C6H6O,18000.0,0.18,C14H22O,470000.00,4.7000,C5H4O,13000.00,0.1300,C6H6O,18000.00,0.1800,11.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-triol",no C-12,no C-18,"2,4-olefinic",others,1,C14,C14*1,"hexadienoyl(0.18),tetradecadienoyl(4.70)",tetradecadienoyl,A1,B1,C3,none,R41,none,3.91,A1B1C3,OCC12OC1C1C(OC(=O)C=CC=CCCCCCCCCC)C(O)(C(=C)C)CC(C)C1(O)C1C=C(C)C(=O)C1(O)C2O,PD00001461,C34H50O9,602.765,Top1,1.0
13,633.3262,7.4,59200000.0,DA14_stelleralide K (NSC-5),C=C(C)C1(O)C(OC(C)=O)C(C)C2(O)C(C3OC3(CO)C(O)C3(O)C(=O)C(C)=CC32)C1OC(=O)C=CC=CCCCCCCC,D,20,0,D,C34H48O11,possibly known,std_stelleralide K (DA14),[M+H]+,"13, 60",none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,170000.0 / 86000.0,0.7728,C2H4O2,C22H24O7 / C20H20O5,27000.0 / 170000.0,0.4017,none,none,none,none,none,none,none,C17H16O3,86000.0,0.86,C18H18O3,30000.0,0.3,C19H18O3,140000.0,1.4,C20H20O5,170000.00,1.7000,C12H18O,870000.0,8.7,none,none,none,C5H4O,20000.00,0.2000,C6H6O,28000.00,0.2800,11.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-triol",with C-12,no C-18,"2,4-olefinic",others,2,C7,C7*2,"acyl(0.40),dodecadienoyl(8.70)","acyl,dodecadienoyl",A1,B1,C4,none,R1,R39,11.301699999999999,A1B1C4,CCCCCCCC=CC=CC(=O)OCC12OC1C1C(OC(=O)C)C(O)(C(=C)C)C(O)C(C)C1(O)C1C=C(C)C(=O)C1(O)C2O,PD00846787,C34H48O11,632.747,Top1,1.0
13,633.3262,7.4,59200000.0,DA14_stelleralide K (NSC-5),C=C(C)C1(O)C(OC(C)=O)C(C)C2(O)C(C3OC3(CO)C(O)C3(O)C(=O)C(C)=CC32)C1OC(=O)C=CC=CCCCCCCC,D,20,0,D,C34H48O11,possibly known,std_stelleralide K (DA14),[M+H]+,"13, 60",none,none,none,none,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,170000.0 / 86000.0,0.7728,C2H4O2,C22H24O7 / C20H20O5,27000.0 / 170000.0,0.4017,none,none,none,none,none,none,none,C17H16O3,86000.0,0.86,C18H18O3,30000.0,0.3,C19H18O3,140000.0,1.4,C20H20O5,170000.00,1.7000,C12H18O,870000.0,8.7,none,none,none,C5H4O,20000.00,0.2000,C6H6O,28000.00,0.2800,11.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-triol",with C-12,no C-18,"2,4-olefinic",others,2,C7,C7*2,"acyl(0.40),dodecadienoyl(8.70)","acyl,dodecadienoyl",A1,B1,C4,none,R1,R39,11.301699999999999,A1B1C4,OCC12OC1C1C(OC(=O)C)C(O)(C(=C)C)C(OC(=O)C=CC=CCCCCCCC)C(C)C1(O)C1C=C(C)C(=O)C1(O)C2O,PD00674515,C34H48O11,632.747,Top1,1.0
14,529.2795,9.6,257000000.0,DA03_excoecariatoxin (WLI-k),C=C(C)C12CC(C)C34OC(C=CC=CCCCCC)(OC1C3C1OC1(CO)C(O)C1(O)C(=O)C(C)=CC14)O2,D,14,0,D,C30H40O8,possibly known,std_excoecariatoxin (DA03),[M+H]+,none,none,none,none,none,none,none,none,none,C9H8O2,C29H32O4 / C20H24O6,13000.0 / 160000.0,0.3204,C3H4O2,C20H20O4 / C17H16O2,600000.0 / 1700000.0,5.8778,none,none,none,none,none,none,none,none,none,none,none,C17H16O2,1700000.0,17.0,C18H18O2,1100000.0,11.0,C19H20O3,380000.0,3.8,C20H16O2,60000.00,0.6000,C10H14O,2200000.0,22.0,C12H16O3,13000.00,0.1300,C5H4O,54000.00,0.5400,C6H6O,150000.00,1.5000,11.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C10,C10*1,"cinnamoyl(0.32),decadienoyl(22.00),8-methoxy-9-hydroxy-2-4-6-dodecatrienoyl(0.13)",decadienoyl,A1,B1,C1,none,R37,none,58.4904,A1B1C1,OCC12OC1C1C3OC4(C=CC=CCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007601,C30H40O8,528.642,Top1,1.0
15,533.3104,11.6,877000000.0,DA04_simplexin (WSC-n),C=C(C)C12CC(C)C34OC(CCCCCCCCC)(OC1C3C1OC1(CO)C(O)C1(O)C(=O)C(C)=CC14)O2,D,14,0,D,C30H44O8,possibly known,"wikstroelide E, std_simplexin (DA04)",[M+H]+,none,C10H20O2,C30H44O8 / C20H24O6,1900000.0 / 240000.0,4.1938,none,none,none,none,none,none,none,none,C3H4O2,C20H20O4 / C17H16O2,1400000.0 / 2800000.0,12.6,none,none,none,none,none,none,none,none,none,none,none,C17H16O2,2800000.0,28.0,C18H18O1,260000.0,2.6,C19H18O2,780000.0,7.8,C20H16O2,120000.00,1.2000,C10H18O,180000.0,1.8,none,none,none,C5H4O,42000.00,0.4200,none,none,none,9.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C10,C10*1,"decanoyl(4.19),decanoyl(1.80)",decanoyl,A1,B1,C1,none,R9,none,61.9938,A1B1C1,OCC12OC1C1C3OC4(CCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007573,C30H44O8,532.674,Top1,1.0
16,719.3053,9.0,723000000.0,DA26_acutilobin C (DOL-K),C=C(C)C12OC3(C=CC=CC=CCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=Cc1ccc(O)c(OC)c1,D,14,0,D,C40H46O12,possibly known,std_acutilobin C (DA26),[M+H]+,none,C10H10O4,C30H32O10 / C20H22O6,930000.0 / 790000.0,7.396,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,2100000.0 / 1400000.0,12.5,none,none,none,none,none,none,none,none,none,none,none,C17H16O3,1400000.0,14.0,C18H16O2,350000.0,3.5,C19H16O2,520000.0,5.2,C20H20O5,2100000.00,21.0000,C10H12O,58000000.0,580.0,none,none,none,C5H4O,310000.00,3.1000,C6H6O,210000.00,2.1000,18.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,C10,C10*2,"feruloyl(7.40),decatrienoyl(580.00)","feruloyl,decatrienoyl",A1,B1,C2,none,R95,R48,620.596,A1B1C2,OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)C(OC(=O)C=Cc7c(OC)c(O)ccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00128547,C40H46O12,718.796,Top1,1.0
16,719.3053,9.0,723000000.0,DA26_acutilobin C (DOL-K),C=C(C)C12OC3(C=CC=CC=CCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=Cc1ccc(O)c(OC)c1,D,14,0,D,C40H46O12,possibly known,std_acutilobin C (DA26),[M+H]+,none,C10H10O4,C30H32O10 / C20H22O6,930000.0 / 790000.0,7.396,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,2100000.0 / 1400000.0,12.5,none,none,none,none,none,none,none,none,none,none,none,C17H16O3,1400000.0,14.0,C18H16O2,350000.0,3.5,C19H16O2,520000.0,5.2,C20H20O5,2100000.00,21.0000,C10H12O,58000000.0,580.0,none,none,none,C5H4O,310000.00,3.1000,C6H6O,210000.00,2.1000,18.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,C10,C10*2,"feruloyl(7.40),decatrienoyl(580.00)","feruloyl,decatrienoyl",A1,B1,C2,none,R95,R48,620.596,A1B1C2,c7cc(O)c(OC)cc7C=CC(=O)OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00291507,C40H46O12,718.796,Top1,1.0
22,675.3156,11.5,1060000000.0,"DA22_12-O-(E)-cinnamoyl-9,13,14-ortho-(2E,4E)-decadienylidyne-5b,12b-dihydroxyresiniferonol-6ﾎｱ,7ﾎｱ-oxide (DOSO-M)",C=C(C)C12OC3(C=CC=CC=CCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=Cc1ccccc1,D,12,0,D,C39H46O10,possibly known,"std_12-O-(E)-cinnamoyl-9,13,14-ortho-(2E,4E,6E)-decatrienylidyne-5ﾎｲ,12ﾎｲ-dihydroxyresiniferonol-6ﾎｱ,7ﾎｱ-oxide (DA22)",[M+H]+,none,C10H20O2,C27H32O5 / C17H12O3,17000.0 / 19000.0,0.162,none,none,none,none,C9H8O2,C29H26O6 / C20H18O4,43000.0 / 1200000.0,2.1718,C3H4O2,C20H20O5 / C17H16O3,930000.0 / 640000.0,5.7323,none,none,none,none,none,none,none,none,none,none,none,C17H16O3,640000.0,6.4,C18H16O2,150000.0,1.5,C19H16O2,330000.0,3.3,C20H20O5,930000.00,9.3000,C10H14O,6000000.0,60.0,C12H16O3,16000.00,0.1600,C5H4O,380000.00,3.8000,C6H6O,460000.00,4.6000,17.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,"C9,C10",C9*1+C10*1,"cinnamoyl(2.17),decanoyl(0.16),decadienoyl(60.00),8-methoxy-9-hydroxy-2-4-6-dodecatrienoyl(0.16)","cinnamoyl,decadienoyl",A1,B1,C2,none,R93,R37,83.69380000000001,A1B1C2,OCC12OC1C1C3OC4(C=CC=CCCCCC)OC3(C(=C)C)C(OC(=O)C=Cc7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00127951,C39H46O10,674.787,Top1,1.0
22,675.3156,11.5,1060000000.0,"DA22_12-O-(E)-cinnamoyl-9,13,14-ortho-(2E,4E)-decadienylidyne-5b,12b-dihydroxyresiniferonol-6ﾎｱ,7ﾎｱ-oxide (DOSO-M)",C=C(C)C12OC3(C=CC=CC=CCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=Cc1ccccc1,D,12,0,D,C39H46O10,possibly known,"std_12-O-(E)-cinnamoyl-9,13,14-ortho-(2E,4E,6E)-decatrienylidyne-5ﾎｲ,12ﾎｲ-dihydroxyresiniferonol-6ﾎｱ,7ﾎｱ-oxide (DA22)",[M+H]+,none,C10H20O2,C27H32O5 / C17H12O3,17000.0 / 19000.0,0.162,none,none,none,none,C9H8O2,C29H26O6 / C20H18O4,43000.0 / 1200000.0,2.1718,C3H4O2,C20H20O5 / C17H16O3,930000.0 / 640000.0,5.7323,none,none,none,none,none,none,none,none,none,none,none,C17H16O3,640000.0,6.4,C18H16O2,150000.0,1.5,C19H16O2,330000.0,3.3,C20H20O5,930000.00,9.3000,C10H14O,6000000.0,60.0,C12H16O3,16000.00,0.1600,C5H4O,380000.00,3.8000,C6H6O,460000.00,4.6000,17.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,"C9,C10",C9*1+C10*1,"cinnamoyl(2.17),decanoyl(0.16),decadienoyl(60.00),8-methoxy-9-hydroxy-2-4-6-dodecatrienoyl(0.16)","cinnamoyl,decadienoyl",A1,B1,C2,none,R93,R37,83.69380000000001,A1B1C2,c7ccccc7C=CC(=O)OCC12OC1C1C3OC4(C=CC=CCCCCC)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00290911,C39H46O10,674.787,Top1,1.0
23,647.2843,9.6,1480000000.0,DA17_gniditrin (DOSO-N),C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=CC=CC=CCCC,D,14,0,D,C37H42O10,possibly known,"altadaphnan C, std_yuanhuajine (DA16), daphne factors P1, std_gniditrin (DA17), odoratrin",[M+H]+,none,C10H10O4,C27H26O7 / C17H16O3,750000.0 / 16000000.0,29.6892,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,9500000.0 / 16000000.0,84.4481,none,none,none,none,C7H6O2,C27H24O6 / C20H18O4,1500000.0 / 11000000.0,24.8016,none,none,none,C17H16O3,16000000.0,160.0,C18H16O2,3000000.0,30.0,C19H18O3,10000000.0,100.0,C20H20O5,9500000.00,95.0000,C10H12O,62000000.0,620.0,none,none,none,C5H4O,2200000.00,22.0000,none,none,none,17.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C7,C10",C10*1+C7*1,"benzoyl(24.80),feruloyl(29.69),decatrienoyl(620.00)","benzoyl,decatrienoyl",A1,B1,C2,none,R92,R48,994.4908,A1B1C2,OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)C(OC(=O)c7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00128544,C37H42O10,646.733,Top1,1.0
23,647.2843,9.6,1480000000.0,DA17_gniditrin (DOSO-N),C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=CC=CC=CCCC,D,14,0,D,C37H42O10,possibly known,"altadaphnan C, std_yuanhuajine (DA16), daphne factors P1, std_gniditrin (DA17), odoratrin",[M+H]+,none,C10H10O4,C27H26O7 / C17H16O3,750000.0 / 16000000.0,29.6892,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,9500000.0 / 16000000.0,84.4481,none,none,none,none,C7H6O2,C27H24O6 / C20H18O4,1500000.0 / 11000000.0,24.8016,none,none,none,C17H16O3,16000000.0,160.0,C18H16O2,3000000.0,30.0,C19H18O3,10000000.0,100.0,C20H20O5,9500000.00,95.0000,C10H12O,62000000.0,620.0,none,none,none,C5H4O,2200000.00,22.0000,none,none,none,17.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C7,C10",C10*1+C7*1,"benzoyl(24.80),feruloyl(29.69),decatrienoyl(620.00)","benzoyl,decatrienoyl",A1,B1,C2,none,R92,R48,994.4908,A1B1C2,c7ccccc7C(=O)OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00291504,C37H42O10,646.733,Top1,1.0
